MHTCET Score,12th Score,Category,Branch,College Name,Location,College_Status
41.09,41.0,PWD,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
58.13,66.66,EWS,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
91.25,88.9,Open,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
92.17,86.51,EWS,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
81.23,74.2,SC,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
43.11,55.55,ST,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
79.58,70.45,VJ,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
69.65,65.9,NT1,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
90.9,84.78,NT2,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
75.16,70.48,NT3,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
86.97,83.21,OBC,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
95.07,91.0,TFWS,Mechanical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
79.79,71.56,Open,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
84.2,83.45,EWS,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
62.73,56.43,SC,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
49.04,47.86,ST,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
10.58,68.0,VJ,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
65.32,53.22,NT1,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
71.05,67.88,NT2,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
70.28,64.44,NT3,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
76.63,74.44,OBC,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
43.22,54.44,PWD,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
90.24,92.4,TFWS,Mechanical Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
35.35,68.5,Open,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
42.55,40.77,EWS,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
11.11,54.32,SC,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
50.26,43.56,VJ,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
26.77,50.23,NT1,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
25.3,53.33,NT2,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
51.05,49.56,NT3,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
2.51,69.0,OBC,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
60.97,65.43,TFWS,Mechanical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
81.11,73.44,Open,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
81.85,80.0,EWS,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
63.65,59.91,SC,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
30.0,62.0,ST,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
68.4,56.66,VJ,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
64.45,60.12,NT1,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
75.13,72.33,NT2,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
75.34,70.9,NT3,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
75.14,73.0,OBC,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
88.91,84.32,TFWS,Mechanical Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
95.66,86.45,Open,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
94.49,91.23,EWS,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
87.77,82.2,SC,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
27.32,62.0,ST,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
83.34,81.06,VJ,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
88.07,84.44,NT1,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
92.45,91.0,NT2,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
91.01,85.0,NT3,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
93.81,92.0,OBC,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
95.97,94.0,TFWS,Mechanical Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
36.02,66.0,Open,Mechanical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
8.27,63.21,SC,Mechanical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
18.9,59.0,NT1,Mechanical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
15.91,57.32,NT2,Mechanical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
1.06,54.0,OBC,Mechanical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
57.72,60.31,TFWS,Mechanical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
38.99,62.84,EWS,Mechanical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
62.39,60.93,Open,Mechanical Engineering,"WIT,Solapur",Solapur,Private Autonomus
70.28,65.99,TFWS,Mechanical Engineering,"WIT,Solapur",Solapur,Private Autonomus
73.02,68.32,Open,Mechanical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
76.61,74.45,EWS,Mechanical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
20.93,63.33,SC,Mechanical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
35.15,66.0,VJ,Mechanical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
58.54,59.0,NT1,Mechanical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
65.96,62.34,NT2,Mechanical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
58.54,55.0,OBC,Mechanical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
84.46,83.0,TFWS,Mechanical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
93.6,92.0,Open,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
90.68,89.73,EWS,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
84.2,83.22,SC,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
21.91,78.0,ST,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
83.17,76.5,VJ,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
85.14,82.2,NT1,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
90.12,82.32,NT2,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
92.85,87.0,NT3,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
92.57,86.32,OBC,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
45.84,56.0,PWD,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
94.44,90.0,TFWS,Mechanical Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
49.55,54.32,Open,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
53.64,54.33,EWS,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
7.25,45.32,SC,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
7.62,56.76,VJ,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
34.13,63.67,NT1,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
43.22,54.0,NT2,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
32.66,55.43,NT3,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
38.83,53.34,OBC,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
26.2,45.43,PWD,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
73.02,67.65,TFWS,Mechanical Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
3.09,60.45,Open,Mechanical Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
6.42,54.23,EWS,Mechanical Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
7.59,54.45,Open,Mechanical Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
32.3,47.86,EWS,Mechanical Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
37.69,45.0,Open,Mechanical Engineering,"Shree Tuljabhavani College of Engineering, Tuljapur",Tuljapur,Unaided
99.64,97.77,Open,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
99.5,98.32,EWS,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
97.27,95.45,SC,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
91.13,90.41,ST,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
99.33,93.0,VJ,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
98.48,94.76,NT1,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
99.3,94.43,NT2,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
99.1,93.45,NT3,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
99.5,90.91,OBC,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
96.81,94.0,PWD,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
99.9,95.85,TFWS,Artificial Intelligence,COEP Pune,Pune,Government Autonomus
99.51,84.44,Open,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
99.06,86.42,EWS,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
97.16,78.88,SC,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
88.61,80.77,ST,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
95.56,82.21,VJ,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
98.29,72.22,NT1,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
98.76,93.33,NT2,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
98.62,90.11,NT3,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
99.36,89.9,OBC,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
99.32,96.0,TFWS,Artificial Intelligence,"VJTI,Mumbai",Mumbai,Government Autonomus
99.41,94.32,Open,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.33,93.32,EWS,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
96.27,91.23,SC,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
87.48,85.66,ST,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
98.59,93.46,NT2,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
95.15,93.0,VJ,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.29,94.32,OBC,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
80.04,84.3,PWD,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.48,95.5,TFWS,Artificial Intelligence,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
94.84,93.33,Open,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
95.23,88.45,EWS,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
84.2,83.21,SC,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
39.96,54.0,ST,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
83.87,82.22,VJ,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
89.08,85.55,NT1,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
93.6,87.9,NT2,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
94.36,88.2,NT3,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
94.22,92.33,OBC,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
96.59,93.32,TFWS,Artificial Intelligence,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
98.45,95.67,Open,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.9,92.69,EWS,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
94.36,88.74,SC,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
78.71,74.44,ST,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.15,90.22,VJ,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.51,94.6,NT1,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.91,93.2,NT2,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.65,89.42,NT3,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.29,95.67,OBC,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
75.14,73.23,PWD,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.7,93.45,TFWS,Artificial Intelligence,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
75.07,70.22,Open,Artificial Intelligence,"NKOCET, Solapur",Solapur,Private Autonomus
64.26,61.22,SC,Artificial Intelligence,"NKOCET, Solapur",Solapur,Private Autonomus
65.03,60.69,NT1,Artificial Intelligence,"NKOCET, Solapur",Solapur,Private Autonomus
74.13,73.0,OBC,Artificial Intelligence,"NKOCET, Solapur",Solapur,Private Autonomus
62.39,60.0,VJ,Artificial Intelligence,"NKOCET, Solapur",Solapur,Private Autonomus
89.72,83.22,TFWS,Artificial Intelligence,"NKOCET, Solapur",Solapur,Private Autonomus
73.42,75.0,EWS,Artificial Intelligence,"NKOCET, Solapur",Solapur,Private Autonomus
93.1,86.54,Open,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
93.75,86.95,EWS,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
82.22,78.23,SC,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
86.25,83.45,VJ,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
89.17,88.76,NT1,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
90.45,88.43,NT2,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
78.41,75.46,NT3,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
90.04,89.0,OBC,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
96.59,93.2,TFWS,Artificial Intelligence,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
98.47,97.0,Open,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
98.19,93.22,EWS,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
95.12,93.0,SC,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
81.03,79.87,ST,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
96.06,91.23,VJ,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
97.57,93.21,NT1,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
97.93,96.98,NT2,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
97.37,95.43,NT3,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
58.71,56.0,PWD,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
98.29,95.43,OBC,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
98.5,91.23,TFWS,Artificial Intelligence,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
53.64,58.99,Open,Artificial Intelligence,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
64.45,66.55,EWS,Artificial Intelligence,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
15.19,53.33,SC,Artificial Intelligence,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
39.78,46.56,VJ,Artificial Intelligence,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
12.13,67.87,NT2,Artificial Intelligence,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
6.29,65.43,OBC,Artificial Intelligence,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
73.37,70.11,TFWS,Artificial Intelligence,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
99.55,92.0,Open,Electrical Engineering,COEP Pune,Pune,Government Autonomus
99.15,94.0,EWS,Electrical Engineering,COEP Pune,Pune,Government Autonomus
97.78,90.18,SC,Electrical Engineering,COEP Pune,Pune,Government Autonomus
92.83,91.24,ST,Electrical Engineering,COEP Pune,Pune,Government Autonomus
96.69,95.34,VJ,Electrical Engineering,COEP Pune,Pune,Government Autonomus
99.0,93.33,NT1,Electrical Engineering,COEP Pune,Pune,Government Autonomus
98.99,93.32,NT2,Electrical Engineering,COEP Pune,Pune,Government Autonomus
92.11,91.12,NT3,Electrical Engineering,COEP Pune,Pune,Government Autonomus
98.98,95.56,OBC,Electrical Engineering,COEP Pune,Pune,Government Autonomus
91.22,90.89,PWD,Electrical Engineering,COEP Pune,Pune,Government Autonomus
99.21,94.46,TFWS,Electrical Engineering,COEP Pune,Pune,Government Autonomus
98.48,76.9,Open,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
97.55,80.99,EWS,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
92.66,78.2,SC,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
73.27,70.01,ST,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
92.34,78.9,VJ,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
96.03,92.23,NT1,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
96.47,90.89,NT2,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
88.61,80.02,NT3,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
97.32,84.44,OBC,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
47.62,79.01,PWD,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
95.55,80.9,TFWS,Electrical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
97.75,82.33,Open,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
96.78,80.34,EWS,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
93.1,83.67,SC,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
61.69,65.12,ST,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
85.66,72.33,VJ,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
97.32,85.32,NT1,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
96.28,83.47,NT2,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
97.72,90.34,NT3,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
97.02,88.11,OBC,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
58.13,67.71,PWD,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.24,75.55,TFWS,Electrical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
70.51,63.34,Open,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
73.64,78.81,EWS,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
61.63,56.66,SC,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
10.58,67.88,ST,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
66.05,54.55,VJ,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
65.34,62.2,NT1,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
59.91,56.77,NT2,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
61.66,61.9,NT3,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
66.39,53.33,OBC,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
79.7,77.88,TFWS,Electrical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
99.35,85.34,Open,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
